+-------------------------------------------------+----------+-------------------------------------+----------------------------------------------------------+-----+
| Registry name                                   | Meta/dmg | Display name                        | Ore Dict Keys                                            | NBT |
| harvestcraft:pistachiobakedsalmonitem           |        0 | Pistachio Baked Salmon              | foodPistachiobakedsalmon                                 |     |
| harvestcraft:pistachiobutteritem                |        0 | Pistachio Butter                    | foodPistachiobutter,listAllnutbutter                     |     |
| harvestcraft:pistachioicecreamitem              |        0 | Pistachio Ice Cream                 | foodPistachioicecream                                    |     |
| harvestcraft:pistachioitem                      |        0 | Pistachio                           | cropPistachio,listAllnut                                 |     |
| harvestcraft:pitepaltitem                       |        0 | Pitepalt                            | foodPitepalt                                             |     |
| harvestcraft:pizzaitem                          |        0 | Pizza                               | foodPizza                                                |     |
| harvestcraft:pizzasoupitem                      |        0 | Pizza Soup                          | foodPizzasoup                                            |     |
| harvestcraft:plainyogurtitem                    |        0 | Plain Yogurt                        | foodPlainyogurt                                          |     |
| harvestcraft:ploughmanslunchitem                |        0 | Ploughman's Lunch                   | foodPloughmanslunch                                      |     |
| harvestcraft:plum_sapling                       |        0 | Plum Sapling                        | treeSapling                                              |     |
| harvestcraft:plumitem                           |        0 | Plum                                | cropPlum,listAllfruit                                    |     |
| harvestcraft:plumjellyitem                      |        0 | Plum Jelly                          | foodPlumjelly                                            |     |
| harvestcraft:plumjellysandwichitem              |        0 | Plum Jelly Sandwich                 | foodPlumjellysandwich                                    |     |
| harvestcraft:plumjuiceitem                      |        0 | Plum Juice                          | foodPlumjuice                                            |     |
| harvestcraft:plumsmoothieitem                   |        0 | Plum Smoothie                       | foodPlumsmoothie,listAllsmoothie                         |     |
| harvestcraft:plumyogurtitem                     |        0 | Plum Yogurt                         | foodPlumyogurt,listAllyogurt                             |     |
| harvestcraft:poachedpearitem                    |        0 | Poached Pear                        | foodPoachedpear                                          |     |
| harvestcraft:pomegranate_sapling                |        0 | Pomegranate Sapling                 | treeSapling                                              |     |
| harvestcraft:pomegranateitem                    |        0 | Pomegranate                         | cropPomegranate,listAllfruit                             |     |
| harvestcraft:pomegranatejellyitem               |        0 | Pomegranate Jelly                   | foodPomegranatejelly                                     |     |
| harvestcraft:pomegranatejellysandwichitem       |        0 | Pomegranate Jelly Sandwich          | foodPomegranatejellysandwich                             |     |
| harvestcraft:pomegranatejuiceitem               |        0 | Pomegranate Juice                   | foodPomegranatejuice                                     |     |
| harvestcraft:pomegranatesmoothieitem            |        0 | Pomegranate Smoothie                | foodPomegranatesmoothie,listAllsmoothie                  |     |
| harvestcraft:pomegranateyogurtitem              |        0 | Pomegranate Yogurt                  | foodPomegranateyogurt,listAllyogurt                      |     |
| harvestcraft:porklettucewrapitem                |        0 | Pork Lettuce Wrap                   | foodPorklettucewrap                                      |     |
| harvestcraft:porklomeinitem                     |        0 | Pork Lo Mein                        | foodPorklomein                                           |     |
| harvestcraft:porkrindsitem                      |        0 | Pork Rinds                          | foodPorkrinds                                            |     |
| harvestcraft:porksausageitem                    |        0 | Pork Sausage                        | foodPorksausage                                          |     |
| harvestcraft:potatoandcheesepirogiitem          |        0 | Potato and Cheese Pierogi           | foodPotatoandcheesepirogi                                |     |
| harvestcraft:potatoandleeksoupitem              |        0 | Potato and Leek Soup                | foodPotatoandleeksoup                                    |     |
| harvestcraft:potatocakesitem                    |        0 | Potato Cakes                        | foodPotatocakes                                          |     |
| harvestcraft:potatochipsitem                    |        0 | Potato Chips                        | foodPotatochips                                          |     |
| harvestcraft:potatoesobrienitem                 |        0 | Potatoes O'Brien                    | foodPotatoesobrien                                       |     |
| harvestcraft:potatosaladitem                    |        0 | Potato Salad                        | foodPotatosalad                                          |     |
| harvestcraft:potatoskinsitem                    |        0 | Potato Skins                        | foodPotatoskins                                          |     |
| harvestcraft:potatosoupitem                     |        0 | Potato Soup                         | foodPotatosoup                                           |     |
| harvestcraft:potitem                            |        0 | Pot                                 | toolPot                                                  |     |
| harvestcraft:potroastitem                       |        0 | Pot Roast                           | foodPotroast                                             |     |
| harvestcraft:potstickersitem                    |        0 | Pot Stickers                        | foodPotstickers                                          |     |
| harvestcraft:poutineitem                        |        0 | Poutine                             | foodPoutine                                              |     |
| harvestcraft:powdereddonutitem                  |        0 | Powdered Donut                      | foodPowdereddonut                                        |     |
| harvestcraft:pralinesitem                       |        0 | Pralines                            | foodPralines                                             |     |
| harvestcraft:pumpkinbreaditem                   |        0 | Pumpkin Bread                       | foodPumpkinbread                                         |     |
| harvestcraft:pumpkinoatsconesitem               |        0 | Pumpkin Oat Scones                  | foodPumpkinoatscones                                     |     |
| harvestcraft:pumpkinsoupitem                    |        0 | Pumpkin Soup                        | foodPumpkinsoup                                          |     |
| harvestcraft:pumpkinyogurtitem                  |        0 | Pumpkin Yogurt                      | foodPumpkinyogurt,listAllyogurt                          |     |
| harvestcraft:quesadillaitem                     |        0 | Quesadilla                          | foodQuesadilla                                           |     |
| harvestcraft:quinoaitem                         |        0 | Quinoa                              | cropQuinoa,listAllgrain                                  |     |
| harvestcraft:quinoaseeditem                     |        0 | Quinoa Seed                         | listAllseed,seedQuinoa                                   |     |
| harvestcraft:radishitem                         |        0 | Radish                              | cropRadish,listAllrootveggie,listAllveggie               |     |
| harvestcraft:radishseeditem                     |        0 | Radish Seed                         | listAllseed,seedRadish                                   |     |
| harvestcraft:rainbowcurryitem                   |        0 | Rainbow Curry                       | foodRainbowcurry                                         |     |
| harvestcraft:raisincookiesitem                  |        0 | Raisin Cookies                      | foodRaisincookies,listAllcookie                          |     |
| harvestcraft:raisinsitem                        |        0 | Raisins                             | foodRaisins                                              |     |
| harvestcraft:rambutan_sapling                   |        0 | Rambutan Sapling                    | treeSapling                                              |     |
| harvestcraft:rambutanitem                       |        0 | Rambutan                            | listAllfruit                                             |     |
| harvestcraft:ramenitem                          |        0 | Ramen                               | foodRamen                                                |     |
| harvestcraft:raspberryicedteaitem               |        0 | Raspberry Iced Tea                  | foodRaspberryicedtea                                     |     |
| harvestcraft:raspberryitem                      |        0 | Raspberry                           | cropRaspberry,listAllberry,listAllfruit                  |     |
| harvestcraft:raspberryjellyitem                 |        0 | Raspberry Jelly                     | foodRaspberryjelly                                       |     |
| harvestcraft:raspberryjellysandwichitem         |        0 | Raspberry Jelly Sandwich            | foodRaspberryjellysandwich                               |     |
| harvestcraft:raspberryjuiceitem                 |        0 | Raspberry Juice                     | foodRaspberryjuice                                       |     |
| harvestcraft:raspberrypieitem                   |        0 | Raspberry Pie                       | foodRaspberrypie                                         |     |
| harvestcraft:raspberryseeditem                  |        0 | Raspberry Seed                      | listAllseed,seedRaspberry                                |     |
| harvestcraft:raspberrysmoothieitem              |        0 | Raspberry Smoothie                  | foodRaspberrysmoothie,listAllsmoothie                    |     |
| harvestcraft:raspberrytrifleitem                |        0 | Raspberry Trifle                    | foodRaspberrytrifle                                      |     |
| harvestcraft:raspberryyogurtitem                |        0 | Raspberry Yogurt                    | foodRaspberryyogurt,listAllyogurt                        |     |
| harvestcraft:rawtofabbititem                    |        0 | Raw Tofabbit                        | listAllmeatraw,listAllrabbitraw                          |     |
| harvestcraft:rawtofaconitem                     |        0 | Raw Tofacon                         | listAllmeatraw,listAllporkraw                            |     |
| harvestcraft:rawtofeakitem                      |        0 | Raw Tofeak                          | listAllbeefraw,listAllmeatraw                            |     |
| harvestcraft:rawtofeegitem                      |        0 | Raw Tofeeg                          | listAllegg                                               |     |
| harvestcraft:rawtofenisonitem                   |        0 | Raw Tofenison                       | listAllmeatraw,listAllvenisonraw                         |     |
| harvestcraft:rawtofickenitem                    |        0 | Raw Toficken                        | listAllchickenraw,listAllmeatraw                         |     |
| harvestcraft:rawtofishitem                      |        0 | Raw Tofish                          | listAllfishraw                                           |     |
| harvestcraft:rawtofuduckitem                    |        0 | Raw Tofuduck                        | listAllduckraw,listAllmeatraw                            |     |
| harvestcraft:rawtofurkeyitem                    |        0 | Raw Tofurkey                        | listAllmeatraw,listAllturkeyraw                          |     |
| harvestcraft:rawtofuttonitem                    |        0 | Raw Tofutton                        | listAllmeatraw,listAllmuttonraw                          |     |
| harvestcraft:redvelvetcakeitem                  |        0 | Red Velvet Cake                     | foodRedvelvetcake                                        |     |
| harvestcraft:redvelvetcupcakeitem               |        0 | Red Velvet Cupcake                  | foodRedvelvetcupcake                                     |     |
| harvestcraft:refriedbeansitem                   |        0 | Refried Beans                       | foodRefriedbeans                                         |     |
| harvestcraft:rhubarbitem                        |        0 | Rhubarb                             | cropRhubarb,listAllveggie                                |     |
| harvestcraft:rhubarbseeditem                    |        0 | Rhubarb Seed                        | listAllseed,seedRhubarb                                  |     |
| harvestcraft:ricecakeitem                       |        0 | Rice Cake                           | foodRicecake                                             |     |
| harvestcraft:riceitem                           |        0 | Rice                                | cropRice                                                 |     |
| harvestcraft:riceseeditem                       |        0 | Rice Seed                           | listAllseed,seedRice                                     |     |
| harvestcraft:ricesoupitem                       |        0 | Rice Soup                           | foodRicesoup                                             |     |
| harvestcraft:roastchickenitem                   |        0 | Roast Chicken                       | foodRoastchicken                                         |     |
| harvestcraft:roastedchestnutitem                |        0 | Roasted Chestnut                    | foodRoastedchestnut                                      |     |
| harvestcraft:roastedpumpkinseedsitem            |        0 | Roasted Pumpkin Seeds               | foodRoastedpumpkinseeds                                  |     |
| harvestcraft:roastedrootveggiemedleyitem        |        0 | Roasted Root Veggie Medley          | foodRoastedrootveggiemedley                              |     |
| harvestcraft:roastpotatoesitem                  |        0 | Roast Potatoes                      | foodRoastpotatoes                                        |     |
| harvestcraft:rootbeersodaitem                   |        0 | Root Beer                           | foodRootbeersoda,listAllsoda                             |     |
| harvestcraft:rosepetalteaitem                   |        0 | Rose Petal Tea                      | foodRosepetaltea                                         |     |
| harvestcraft:rouxitem                           |        0 | Roux                                | foodRoux                                                 |     |
| harvestcraft:rutabagaitem                       |        0 | Rutabaga                            | cropRutabaga,listAllrootveggie,listAllveggie             |     |
| harvestcraft:rutabagaseeditem                   |        0 | Rutabaga Seed                       | listAllseed,seedRutabaga                                 |     |
| harvestcraft:ryeitem                            |        0 | Rye                                 | cropRye,listAllgrain                                     |     |
| harvestcraft:ryeseeditem                        |        0 | Rye Seed                            | listAllseed,seedRye                                      |     |
| harvestcraft:saladdressingitem                  |        0 | Salad Dressing                      | foodSaladdressing                                        |     |
| harvestcraft:salisburysteakitem                 |        0 | Salisbury Steak                     | foodSalisburysteak                                       |     |
| harvestcraft:salmonpattiesitem                  |        0 | Salmon Patties                      | foodSalmonpatties                                        |     |
| harvestcraft:salsaitem                          |        0 | Salsa                               | foodSalsa                                                |     |
| harvestcraft:saltedcaramelitem                  |        0 | Salted Caramel                      | foodSaltedcaramel                                        |     |
| harvestcraft:saltedsunflowerseedsitem           |        0 | Salted Sunflower Seeds              | foodSaltedsunflowerseeds                                 |     |
| harvestcraft:saltitem                           |        0 | Salt                                | dustSalt,foodSalt,itemSalt                               |     |
| harvestcraft:sardinerawitem                     |        0 | Raw Sardine                         | foodSardineraw,listAllfishfresh,listAllfishraw           |     |
| harvestcraft:sardinesinhotsauceitem             |        0 | Sardines in Hot Sauce               | foodSardinesinhotsauce                                   |     |
| harvestcraft:saucedlambkebabitem                |        0 | Sauced Lamb Kebab                   | foodSaucedlambkebab                                      |     |
| harvestcraft:saucepanitem                       |        0 | Saucepan                            | toolSaucepan                                             |     |
| harvestcraft:sauerbratenitem                    |        0 | Sauerbraten                         | foodSauerbraten                                          |     |
| harvestcraft:sausagebeanmeltitem                |        0 | Sausage Bean Melt                   | foodSausagebeanmelt                                      |     |
| harvestcraft:sausageinbreaditem                 |        0 | Sausage in Bread                    | foodSausageinbread                                       |     |
| harvestcraft:sausageitem                        |        0 | Sausage                             | foodSausage                                              |     |
| harvestcraft:sausagerollitem                    |        0 | Sausage Roll                        | foodSausageroll                                          |     |
| harvestcraft:scallionbakedpotatoitem            |        0 | Scallion Baked Potato               | foodScallionbakedpotato                                  |     |
| harvestcraft:scallionitem                       |        0 | Scallion                            | cropScallion,listAllveggie                               |     |
| harvestcraft:scallionseeditem                   |        0 | Scallion Seed                       | listAllseed,seedScallion                                 |     |
| harvestcraft:scallopcookeditem                  |        0 | Cooked Scallop                      | foodScallopcooked                                        |     |
| harvestcraft:scalloprawitem                     |        0 | Raw Scallop                         | foodScallopraw                                           |     |
| harvestcraft:scrambledeggitem                   |        0 | Scrambled Egg                       | foodScrambledegg                                         |     |
| harvestcraft:seaweeditem                        |        0 | Seaweed                             | cropSeaweed,listAllgreenveggie,listAllveggie             |     |
| harvestcraft:seaweedseeditem                    |        0 | Seaweed Seed                        | listAllseed,seedSeaweed                                  |     |
| harvestcraft:seedsoupitem                       |        0 | Seed Soup                           | foodSeedsoup                                             |     |
| harvestcraft:sesameballitem                     |        0 | Sesame Ball                         | foodSesameball                                           |     |
| harvestcraft:sesameoilitem                      |        0 | Sesame Oil                          | foodSesameoil                                            |     |
| harvestcraft:sesameseedsitem                    |        0 | Sesame Seeds                        | cropSesame                                               |     |
| harvestcraft:sesameseedsseeditem                |        0 | Sesame Seeds Seed                   | listAllseed,seedSesameseed                               |     |
| harvestcraft:sesamesnapsitem                    |        0 | Sesame Snaps                        | foodSesamesnaps                                          |     |
| harvestcraft:shepardspieitem                    |        0 | Shepherd's Pie                      | foodShepherdspie                                         |     |
| harvestcraft:shrimpcocktailitem                 |        0 | Shrimp Cocktail                     | foodShrimpcocktail                                       |     |
| harvestcraft:shrimpcookeditem                   |        0 | Cooked Shrimp                       | foodShrimpcooked                                         |     |
| harvestcraft:shrimpokrahushpuppiesitem          |        0 | Shrimp Pork Okra Hushpuppies        | foodShrimpokrahushpuppies                                |     |
| harvestcraft:shrimprawitem                      |        0 | Raw Shrimp                          | foodShrimpraw                                            |     |
| harvestcraft:silkentofuitem                     |        0 | Silken Tofu                         | foodSilkentofu,listAllheavycream,listAllicecream         |     |
| harvestcraft:sisalitem                          |        0 | Sisal                               | cropSisal,listAllfiber                                   |     |
| harvestcraft:sisalseeditem                      |        0 | Sisal Seed                          | listAllseed,seedSisal                                    |     |
| harvestcraft:skilletitem                        |        0 | Skillet                             | toolSkillet                                              |     |
| harvestcraft:slimegummiesitem                   |        0 | Slime Gummies                       | foodSlimegummies                                         |     |
| harvestcraft:slimepieitem                       |        0 | Slime Pie                           | foodSlimepie                                             |     |
| harvestcraft:smoresitem                         |        0 | Smores                              | foodSmores                                               |     |
| harvestcraft:snailcookeditem                    |        0 | Cooked Snail                        | foodSnailcooked                                          |     |
| harvestcraft:snailrawitem                       |        0 | Raw Snail                           | foodSnailraw                                             |     |
| harvestcraft:snapperrawitem                     |        0 | Raw Snapper                         | foodSnapperraw,listAllfishfresh,listAllfishraw           |     |
| harvestcraft:snickersbaritem                    |        0 | Snickers Bar                        | foodSnickersbar                                          |     |
| harvestcraft:softpretzelandmustarditem          |        0 | Soft Pretzel and Mustard            | foodSoftpretzelandmustard                                |     |
| harvestcraft:softpretzelitem                    |        0 | Soft Pretzel                        | foodSoftpretzel                                          |     |
| harvestcraft:sourcreamandonionpotatochipsitem   |        0 | Sour Cream and Onion Potato Chips   | foodSourcreamandonionpotatochips                         |     |
| harvestcraft:soursop_sapling                    |        0 | Soursop Sapling                     | treeSapling                                              |     |
| harvestcraft:soursopitem                        |        0 | Soursop                             | listAllfruit                                             |     |
| harvestcraft:southernstylebreakfastitem         |        0 | Southern Style Breakfast            | foodSouthernstylebreakfast                               |     |
| harvestcraft:soybeanitem                        |        0 | Soybean                             | cropSoybean,listAllveggie                                |     |
| harvestcraft:soybeanseeditem                    |        0 | Soybean Seed                        | listAllseed,seedSoybean                                  |     |
| harvestcraft:soymilkitem                        |        0 | Soy Milk                            | foodSoymilk,listAllmilk                                  |     |
| harvestcraft:soysauceitem                       |        0 | Soy Sauce                           | foodSoysauce                                             |     |
| harvestcraft:spagettiandmeatballsitem           |        0 | Spaghetti and Meatballs             | foodSpagettiandmeatballs                                 |     |
| harvestcraft:spagettiitem                       |        0 | Spaghetti                           | foodSpagetti                                             |     |
| harvestcraft:spaghettidinneritem                |        0 | Spaghetti Dinner                    | foodSpaghettidinner                                      |     |
| harvestcraft:spicebunitem                       |        0 | Spice Bun                           | foodSpicebun                                             |     |
| harvestcraft:spiceleafitem                      |        0 | Spice Leaf                          | cropSpiceleaf,listAllgreenveggie,listAllspice            |     |
| harvestcraft:spiceleafseeditem                  |        0 | Spice Leaf Seed                     | listAllseed,seedSpiceleaf                                |     |
| harvestcraft:spicygreensitem                    |        0 | Spicy Greens                        | foodSpicygreens                                          |     |
| harvestcraft:spicymustardporkitem               |        0 | Spicy Mustard Pork                  | foodSpicymustardpork                                     |     |
| harvestcraft:spidereyepieitem                   |        0 | Spider Eye Pie                      | foodSpidereyepie                                         |     |
| harvestcraft:spidereyesoupitem                  |        0 | Spider Eye Soup                     | foodSpidereyesoup                                        |     |
| harvestcraft:spinachitem                        |        0 | Spinach                             | cropSpinach,listAllgreenveggie,listAllveggie             |     |
| harvestcraft:spinachpieitem                     |        0 | Spinach Pie                         | foodSpinachpie                                           |     |
| harvestcraft:spinachseeditem                    |        0 | Spinach Seed                        | listAllseed,seedSpinach                                  |     |
| harvestcraft:splitpeasoupitem                   |        0 | Split Pea Soup                      | foodSplitpeasoup                                         |     |
| harvestcraft:springfieldcashewchickenitem       |        0 | Springfield Cashew Chicken          | foodSpringfieldcashewchicken                             |     |
| harvestcraft:springrollitem                     |        0 | Spring Rolls                        | foodSpringroll                                           |     |
| harvestcraft:springsaladitem                    |        0 | Spring Salad                        | foodSpringsalad                                          |     |
| harvestcraft:sprinklescupcakeitem               |        0 | Sprinkles Cupcake                   | foodSprinklescupcake                                     |     |
| harvestcraft:spumoniicecreamitem                |        0 | Spumoni Ice Cream                   | foodSpumoniicecream                                      |     |
| harvestcraft:squidinkspaghettiitem              |        0 | Squid Ink Spaghetti                 | foodSquidinkspaghetti                                    |     |
| harvestcraft:starfruit_sapling                  |        0 | Starfruit Sapling                   | treeSapling                                              |     |
| harvestcraft:starfruititem                      |        0 | Starfruit                           | cropStarfruit,listAllfruit                               |     |
| harvestcraft:starfruitjellyitem                 |        0 | Starfruit Jelly                     | foodStarfruitjelly                                       |     |
| harvestcraft:starfruitjellysandwichitem         |        0 | Starfruit Jelly Sandwich            | foodStarfruitjellysandwich                               |     |
| harvestcraft:starfruitjuiceitem                 |        0 | Starfruit Juice                     | foodStarfruitjuice                                       |     |
| harvestcraft:starfruitsmoothieitem              |        0 | Starfruit Smoothie                  | foodStarfruitsmoothie,listAllsmoothie                    |     |
| harvestcraft:starfruityogurtitem                |        0 | Starfruit Yogurt                    | foodStarfruityogurt,listAllyogurt                        |     |
| harvestcraft:steakandchipsitem                  |        0 | Steak and Chips                     | foodSteakandchips                                        |     |
| harvestcraft:steakfajitaitem                    |        0 | Steak Fajita                        | foodSteakfajita                                          |     |
| harvestcraft:steaktartareitem                   |        0 | Steak Tartare                       | foodSteaktartare                                         |     |
| harvestcraft:steamedpeasitem                    |        0 | Steamed Peas                        | foodSteamedpeas                                          |     |
| harvestcraft:steamedspinachitem                 |        0 | Steamed Spinach                     | foodSteamedspinach                                       |     |
| harvestcraft:stockitem                          |        0 | Stock                               | foodStock                                                |     |
| harvestcraft:strawberrycupcakeitem              |        0 | Strawberry Cupcake                  | foodStrawberrycupcake                                    |     |
| harvestcraft:strawberryicecreamitem             |        0 | Strawberry Ice Cream                | foodStrawberryicecream                                   |     |
| harvestcraft:strawberryitem                     |        0 | Strawberry                          | cropStrawberry,listAllberry,listAllfruit                 |     |
| harvestcraft:strawberryjellyitem                |        0 | Strawberry Jelly                    | foodStrawberryjelly                                      |     |
| harvestcraft:strawberryjellysandwichitem        |        0 | Strawberry Jelly Sandwich           | foodStrawberryjellysandwich                              |     |
| harvestcraft:strawberryjuiceitem                |        0 | Strawberry Juice                    | foodStrawberryjuice                                      |     |
| harvestcraft:strawberrymilkshakeitem            |        0 | Strawberry Milkshake                | foodStrawberrymilkshake                                  |     |
| harvestcraft:strawberrypieitem                  |        0 | Strawberry Pie                      | foodStrawberrypie                                        |     |
| harvestcraft:strawberryrhubarbpieitem           |        0 | Strawberry Rhubarb Pie              | foodStrawberryrhubarbpie                                 |     |
| harvestcraft:strawberrysaladitem                |        0 | Strawberry Salad                    | foodStrawberrysalad                                      |     |
| harvestcraft:strawberryseeditem                 |        0 | Strawberry Seed                     | listAllseed,seedStrawberry                               |     |
| harvestcraft:strawberrysmoothieitem             |        0 | Strawberry Smoothie                 | foodStrawberrysmoothie,listAllsmoothie                   |     |
| harvestcraft:strawberrysodaitem                 |        0 | Strawberry Soda                     | foodStrawberrysoda,listAllsoda                           |     |
| harvestcraft:strawberryyogurtitem               |        0 | Strawberry Yogurt                   | foodStrawberryyogurt,listAllyogurt                       |     |
| harvestcraft:stuffedchilipeppersitem            |        0 | Stuffed Chili Peppers               | foodStuffedchilipeppers                                  |     |
| harvestcraft:stuffedduckitem                    |        0 | Stuffed Duck                        | foodStuffedduck                                          |     |
| harvestcraft:stuffedeggplantitem                |        0 | Stuffed Eggplant                    | foodStuffedeggplant                                      |     |
| harvestcraft:stuffedmushroomitem                |        0 | Stuffed Mushroom                    | foodStuffedmushroom                                      |     |
| harvestcraft:stuffedpepperitem                  |        0 | Stuffed Pepper                      | foodStuffedpepper                                        |     |
| harvestcraft:stuffingitem                       |        0 | Stuffing                            | foodStuffing                                             |     |
| harvestcraft:succotashitem                      |        0 | Succotash                           | foodSuccotash                                            |     |
| harvestcraft:sugarcookieitem                    |        0 | Sugar Cookie                        | foodSugarcookie,listAllcookie                            |     |
| harvestcraft:summerradishsaladitem              |        0 | Summer Radish Salad                 | foodSummerradishsalad                                    |     |
| harvestcraft:summersquashwithradishitem         |        0 | Summer Squash with Radish           | foodSummersquashwithradish                               |     |
| harvestcraft:sundayroastitem                    |        0 | Sunday Roast                        | foodSundayroast                                          |     |
| harvestcraft:sunflowerbroccolisaladitem         |        0 | Sunflower Broccoli Salad            | foodSunflowerbroccolisalad                               |     |
| harvestcraft:sunflowerseedsitem                 |        0 | Sunflower Seeds                     | cropSunflower                                            |     |
| harvestcraft:sunflowerwheatrollsitem            |        0 | Sunflower Wheat Rolls               | foodSunflowerwheatrolls                                  |     |
| harvestcraft:supremepizzaitem                   |        0 | Supreme Pizza                       | foodSupremepizza                                         |     |
| harvestcraft:surfandturfitem                    |        0 | Surf and Turf                       | foodSurfandturf                                          |     |
| harvestcraft:sushiitem                          |        0 | Sushi                               | foodSushi                                                |     |
| harvestcraft:swedishmeatballsitem               |        0 | Swedish Meatballs                   | foodSwedishmeatballs                                     |     |
| harvestcraft:sweetandsourchickenitem            |        0 | Sweet and Sour Chicken              | foodSweetandsourchicken                                  |     |
| harvestcraft:sweetandsourmeatballsitem          |        0 | Sweet and Sour Meatballs            | foodSweetandsourmeatballs                                |     |
| harvestcraft:sweetandsoursauceitem              |        0 | Sweet and Sour Sauce                | foodSweetandsoursauce                                    |     |
| harvestcraft:sweetpickleitem                    |        0 | Sweet Pickle                        | foodPickles,foodSweetpickle                              |     |
| harvestcraft:sweetpotatoitem                    |        0 | Sweet Potato                        | cropSweetpotato,listAllrootveggie,listAllveggie          |     |
| harvestcraft:sweetpotatopieitem                 |        0 | Sweet Potato Pie                    | foodSweetpotatopie                                       |     |
| harvestcraft:sweetpotatoseeditem                |        0 | Sweet Potato Seed                   | listAllseed,seedSweetpotato                              |     |
| harvestcraft:sweetpotatosouffleitem             |        0 | Sweet Potato Souffle                | foodSweetpotatosouffle                                   |     |
| harvestcraft:sweetteaitem                       |        0 | Sweet Tea                           | foodSweettea                                             |     |
| harvestcraft:szechuaneggplantitem               |        0 | Szechuan Eggplant                   | foodSzechuaneggplant                                     |     |
| harvestcraft:tacoitem                           |        0 | Taco                                | foodTaco                                                 |     |
| harvestcraft:taffyitem                          |        0 | Taffy                               | foodTaffy                                                |     |
| harvestcraft:takoyakiitem                       |        0 | Takoyaki                            | foodTakoyaki                                             |     |
| harvestcraft:tamarind_sapling                   |        0 | Tamarind Sapling                    | treeSapling                                              |     |
| harvestcraft:tamarinditem                       |        0 | Tamarind                            | listAllveggie                                            |     |
| harvestcraft:taroitem                           |        0 | Taro                                | cropTaro,listAllveggie                                   |     |
| harvestcraft:taroseeditem                       |        0 | Taro Seed                           | listAllseed,seedTaro                                     |     |
| harvestcraft:tatertotsitem                      |        0 | Tater Tots                          | foodTatertots                                            |     |
| harvestcraft:teaitem                            |        0 | Cup of Tea                          | foodTea                                                  |     |
| harvestcraft:tealeafitem                        |        0 | Tea Leaf                            | cropTea                                                  |     |
| harvestcraft:teaseeditem                        |        0 | Tea Seed                            | listAllseed,seedTea                                      |     |
| harvestcraft:teriyakichickenitem                |        0 | Teriyaki Chicken                    | foodTeriyakichicken                                      |     |
| harvestcraft:thankfuldinneritem                 |        0 | Thankful Dinner                     | foodThankfuldinner                                       |     |
| harvestcraft:theatreboxitem                     |        0 | Theatre Box                         | foodTheatrebox                                           |     |
| harvestcraft:threebeansaladitem                 |        0 | Three Bean Salad                    | foodThreebeansalad                                       |     |
| harvestcraft:tilapiarawitem                     |        0 | Raw Tilapia                         | foodTilapiaraw,listAllfishfresh,listAllfishraw           |     |
| harvestcraft:timtamitem                         |        0 | Tim Tam                             | foodTimtam                                               |     |
| harvestcraft:tiropitaitem                       |        0 | Tiropita                            | foodTiropita                                             |     |
| harvestcraft:toadintheholeitem                  |        0 | Toad in the Hole                    | foodToadinthehole                                        |     |
| harvestcraft:toastedcoconutitem                 |        0 | Toasted Coconut                     | foodToastedcoconut                                       |     |
| harvestcraft:toastedwesternitem                 |        0 | Toasted Western                     | foodToastedwestern                                       |     |
| harvestcraft:toastitem                          |        0 | Toast                               | foodToast                                                |     |
| harvestcraft:toastsandwichitem                  |        0 | Toast Sandwich                      | foodToastsandwich                                        |     |
| harvestcraft:tomatoherbchickenitem              |        0 | Tomato Herb Chicken                 | foodTomatoherbchicken                                    |     |
| harvestcraft:tomatoitem                         |        0 | Tomato                              | cropTomato,listAllveggie                                 |     |
| harvestcraft:tomatoseeditem                     |        0 | Tomato Seed                         | listAllseed,seedTomato                                   |     |
| harvestcraft:tomatosoupitem                     |        0 | Tomato Soup                         | foodTomatosoup                                           |     |
| harvestcraft:tortillachipsitem                  |        0 | Tortilla Chips                      | foodTortillachips                                        |     |
| harvestcraft:tortillaitem                       |        0 | Tortilla                            | foodTortilla                                             |     |
| harvestcraft:trailmixitem                       |        0 | Trail Mix                           | foodTrailmix                                             |     |
| harvestcraft:troutrawitem                       |        0 | Raw Trout                           | foodTroutraw,listAllfishfresh,listAllfishraw             |     |
| harvestcraft:tunafishsandwichitem               |        0 | Tunafish Sandwich                   | foodTunafishsandwich                                     |     |
| harvestcraft:tunapotatoitem                     |        0 | Tuna Potato                         | foodTunapotato                                           |     |
| harvestcraft:tunarawitem                        |        0 | Raw Tuna                            | foodTunaraw,listAllfishfresh,listAllfishraw              |     |
| harvestcraft:tunasaladitem                      |        0 | Tuna Salad                          | foodTunasalad                                            |     |
| harvestcraft:turkeycookeditem                   |        0 | Cooked Turkey                       | foodTurkeycooked,listAllmeatcooked,listAllturkeycooked   |     |
| harvestcraft:turkeyrawitem                      |        0 | Raw Turkey                          | foodTurkeyraw,listAllmeatraw,listAllturkeyraw            |     |
| harvestcraft:turkishdelightitem                 |        0 | Turkish Delight                     | foodTurkishdelight                                       |     |
| harvestcraft:turnipitem                         |        0 | Turnip                              | cropTurnip,listAllrootveggie,listAllveggie               |     |
| harvestcraft:turnipseeditem                     |        0 | Turnip Seed                         | listAllseed,seedTurnip                                   |     |
| harvestcraft:turnipsoupitem                     |        0 | Turnip Soup                         | foodTurnipsoup                                           |     |
| harvestcraft:turtlecookeditem                   |        0 | Cooked Turtle                       | foodTurtlecooked                                         |     |
